"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"527","2025-07-10 19:00:07 +07","MARKET_ORDER","CLIENT_ORDER","USD/CAD","","26536.00","Buy","","","","","","","","","","","","",""
"528","2025-07-10 19:00:07 +07","ORDER_FILL","MARKET_ORDER","USD/CAD","1.36874","26536.00","Buy","1.2602","","","","","0.00000","0.0000","0.0000","","","0.00000","","8073.09"
"529","2025-07-10 19:00:08 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","55490.00","Sell","","","","","","","","","","","","",""
"530","2025-07-10 19:00:08 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65509","55490.00","Sell","1.6647","","","","","0.00000","0.0000","0.0000","","","0.00000","","8073.09"
"531","2025-07-10 19:45:07 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/CHF","","45324.00","Sell","","","","","","","","","","","","",""
"532","2025-07-10 19:45:07 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","USD/CHF","0.79663","45324.00","Sell","3.4134","","","","","0.00000","0.0000","0.0000","","1.2489","56.03990","","8129.13"
"533","2025-07-10 20:00:08 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","55490.00","Buy","","","","","","","","","","","","",""
"534","2025-07-10 20:00:08 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65523","55490.00","Buy","2.4970","","","","","0.00000","0.0000","0.0000","","1.0000","-7.76860","","8121.36"
"535","2025-07-10 20:00:10 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/CAD","","26536.00","Sell","","","","","","","","","","","","",""
"536","2025-07-10 20:00:10 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","USD/CAD","1.36911","26536.00","Sell","1.2598","","","","","0.00000","0.0000","0.0000","","0.7267","7.13510","","8128.49"
"537","2025-07-11 02:15:09 +07","MARKET_ORDER","CLIENT_ORDER","USD/CAD","","26770.00","Sell","","","","","","","","","","","","",""
"538","2025-07-11 02:15:09 +07","ORDER_FILL","MARKET_ORDER","USD/CAD","1.36669","26770.00","Sell","1.2731","","","","","0.00000","0.0000","0.0000","","","0.00000","","8128.49"
"539","2025-07-11 03:00:03 +07","MARKET_ORDER","CLIENT_ORDER","USD/CHF","","45935.00","Sell","","","","","","","","","","","","",""
"540","2025-07-11 03:00:03 +07","ORDER_FILL","MARKET_ORDER","USD/CHF","0.79656","45935.00","Sell","3.7480","","","","","0.00000","0.0000","0.0000","","","0.00000","","8128.49"
"541","2025-07-11 03:15:09 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/CAD","","26770.00","Buy","","","","","","","","","","","","",""
"542","2025-07-11 03:15:09 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","USD/CAD","1.36613","26770.00","Buy","1.1758","","","","","0.00000","0.0000","0.0000","","0.7284","10.91910","","8139.41"
"543","2025-07-11 04:00:00 +07","DAILY_FINANCING","","","","","","","","","","","-6.86780","","","","","","","8132.55"
"","2025-07-11 04:00:00 +07","DAILY_FINANCING","Trade ID: 540","USD/CHF","","","","","","","","","-6.63230","","","","","","",""
"","2025-07-11 04:00:00 +07","DAILY_FINANCING","Trade ID: 490","USD/THB","","","","","","","","","-0.23550","","","","","","",""
"544","2025-07-11 04:01:02 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/CHF","","45935.00","Buy","","","","","","","","","","","","",""
"545","2025-07-11 04:01:02 +07","ORDER_CANCEL","MARKET_HALTED","","","","","","","","","","","","","","","","",""
"546","2025-07-11 04:15:12 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","55524.00","Buy","","","","","","","","","","","","",""
"547","2025-07-11 04:15:12 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65870","55524.00","Buy","11.6600","","","","","0.00000","0.0000","0.0000","","","0.00000","","8132.55"
"548","2025-07-11 05:15:03 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","55524.00","Sell","","","","","","","","","","","","",""
"549","2025-07-11 05:15:03 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65914","55524.00","Sell","1.6657","","","","","0.00000","0.0000","0.0000","","1.0000","24.43060","","8156.98"
"550","2025-07-11 07:30:08 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","55945.00","Sell","","","","","","","","","","","","",""
"551","2025-07-11 07:30:08 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65651","55945.00","Sell","2.2378","","","","","0.00000","0.0000","0.0000","","","0.00000","","8156.98"
"552","2025-07-11 07:30:09 +07","MARKET_ORDER","CLIENT_ORDER","USD/CAD","","26763.00","Buy","","","","","","","","","","","","",""
"553","2025-07-11 07:30:09 +07","ORDER_FILL","MARKET_ORDER","USD/CAD","1.37120","26763.00","Buy","1.6591","","","","","0.00000","0.0000","0.0000","","","0.00000","","8156.98"
"554","2025-07-11 08:15:15 +07","MARKET_ORDER","CLIENT_ORDER","USD/CHF","","46000.00","Buy","","","","","","","","","","","","",""
"555","2025-07-11 08:15:15 +07","ORDER_FILL","MARKET_ORDER","USD/CHF","0.79769","46000.00","Buy","4.3254","","","","","0.00000","0.0000","0.0000","","","0.00000","","8156.98"
"556","2025-07-11 08:30:03 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/CAD","","26763.00","Sell","","","","","","","","","","","","",""
"557","2025-07-11 08:30:03 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","USD/CAD","1.36860","26763.00","Sell","1.6621","","","","","0.00000","0.0000","0.0000","","0.7343","-51.09410","","8105.88"
"558","2025-07-11 08:30:03 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","55945.00","Buy","","","","","","","","","","","","",""
"559","2025-07-11 08:30:03 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65840","55945.00","Buy","2.2378","","","","","0.00000","0.0000","0.0000","","1.0000","-105.73600","","8000.15"
"560","2025-07-11 09:15:07 +07","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","181.00","Buy","","","","","","","","","","","","",""
"561","2025-07-11 09:15:07 +07","ORDER_FILL","MARKET_ORDER","GBP/JPY","199.24000","181.00","Buy","0.0203","","","","","0.00000","0.0000","0.0000","","","0.00000","","8000.15"
"562","2025-07-11 09:15:15 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/CHF","","46000.00","Sell","","","","","","","","","","","","",""
"563","2025-07-11 09:15:15 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","USD/CHF","0.79769","46000.00","Sell","3.7480","","","","","0.00000","0.0000","0.0000","","","0.00000","","8000.15"
"564","2025-07-11 09:15:15 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/CHF","","45935.00","Buy","","","","","","","","","","","","",""
"565","2025-07-11 09:15:15 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","USD/CHF","0.79782","45935.00","Buy","3.7427","","","","","0.00000","0.0000","0.0000","","1.2598","-72.91400","","7927.23"
"566","2025-07-11 10:15:06 +07","MARKET_ORDER","POSITION_CLOSEOUT","GBP/JPY","","181.00","Sell","","","","","","","","","","","","",""
"567","2025-07-11 10:15:06 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","GBP/JPY","199.27100","181.00","Sell","0.0197","","","","","0.00000","0.0000","0.0000","","0.0068","0.03800","","7927.27"
"568","2025-07-11 13:45:09 +07","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","180.00","Sell","","","","","","","","","","","","",""
"569","2025-07-11 13:45:09 +07","ORDER_FILL","MARKET_ORDER","GBP/JPY","198.74400","180.00","Sell","0.0202","","","","","0.00000","0.0000","0.0000","","","0.00000","","7927.27"
"570","2025-07-11 14:30:12 +07","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","30499.00","Buy","","","","","","","","","","","","",""
"571","2025-07-11 14:30:12 +07","ORDER_FILL","MARKET_ORDER","EUR/USD","1.16952","30499.00","Buy","1.3725","","","","","0.00000","0.0000","0.0000","","","0.00000","","7927.27"
"572","2025-07-11 14:45:15 +07","MARKET_ORDER","POSITION_CLOSEOUT","GBP/JPY","","180.00","Buy","","","","","","","","","","","","",""
"573","2025-07-11 14:45:15 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","GBP/JPY","199.01400","180.00","Buy","0.0208","","","","","0.00000","0.0000","0.0000","","0.0068","-0.33270","","7926.94"
"574","2025-07-11 15:30:05 +07","MARKET_ORDER","POSITION_CLOSEOUT","EUR/USD","","30499.00","Sell","","","","","","","","","","","","",""
"575","2025-07-11 15:30:05 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","EUR/USD","1.16859","30499.00","Sell","1.3725","","","","","0.00000","0.0000","0.0000","","1.0000","-28.36410","","7898.57"
"576","2025-07-11 17:30:23 +07","MARKET_ORDER","CLIENT_ORDER","USD/THB","","1096.00","Sell","","","","","","","","","","","","",""
"577","2025-07-11 17:30:23 +07","ORDER_FILL","MARKET_ORDER","USD/THB","32.42300","1096.00","Sell","0.3717","","","","","0.00000","0.0000","0.0000","","","0.00000","","7898.57"
"578","2025-07-11 18:15:12 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","53907.00","Buy","","","","","","","","","","","","",""
"579","2025-07-11 18:15:12 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65889","53907.00","Buy","1.8867","","","","","0.00000","0.0000","0.0000","","","0.00000","","7898.57"
"580","2025-07-11 18:30:22 +07","MARKET_ORDER","POSITION_CLOSEOUT","USD/THB","","2211.00","Buy","","","","","","","","","","","","",""
"581","2025-07-11 18:30:22 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","USD/THB","32.43900","2211.00","Buy","0.6136","","","","","0.00000","0.0000","0.0000","","0.0307","5.40910","","7903.98"
"582","2025-07-11 19:15:12 +07","MARKET_ORDER","CLIENT_ORDER","AUD/USD","","54155.00","Sell","","","","","","","","","","","","",""
"583","2025-07-11 19:15:12 +07","ORDER_FILL","MARKET_ORDER","AUD/USD","0.65718","54155.00","Sell","2.4370","","","","","0.00000","0.0000","0.0000","","","0.00000","","7903.98"
"584","2025-07-11 20:15:12 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","53907.00","Sell","","","","","","","","","","","","",""
"585","2025-07-11 20:15:12 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65751","53907.00","Sell","2.6954","","","","","0.00000","0.0000","0.0000","","1.0000","-74.39170","","7829.59"
"586","2025-07-11 20:15:12 +07","MARKET_ORDER","POSITION_CLOSEOUT","AUD/USD","","54155.00","Buy","","","","","","","","","","","","",""
"587","2025-07-11 20:15:12 +07","ORDER_FILL","MARKET_ORDER_POSITION_CLOSEOUT","AUD/USD","0.65761","54155.00","Buy","2.7078","","","","","0.00000","0.0000","0.0000","","1.0000","-23.28660","","7806.30"
